id,displayName,postalCode,address1,city,country,state,intersection,phonePharmacy,phone,latitude,longitude,timezone,openDate,licenceNumber,businessAddr,pharmacyManager,email,website
3650,"CALGARY SOUTH EAST, AB",T2Z 4J2,4705 130 Ave Se,Calgary,CA,AB,Deefoot Trail & 130th Ave,403-726-0433,403-726-0430,50.930082,-113.966065,MST,11/14/2002 00:00,1596,"4705 -130TH AVENUE, CALGARY, AB. T2Z 4J2",Trishia Tat,,
3009,"W. CALGARY, WESTBROOK",T3C 1S3,1212 37th St S W,Calgary,CA,AB,Bow Trail & 37 Street,403-249-8904,403-242-2205,51.041217,-114.14115,MST,03/16/1994 00:00,38,"WESTBROOK PLAZA, 1212 - 37TH ST. S.W., CALGARY, AB. T3C 1S3",ALLAN ZAN,,
3105,"TORONTO, NORTH PARK",M6L 1A5,1305 Lawrence Ave W,Toronto,CA,ON,Lawrence Ave & Keele St,416-249-8487,416-244-1171,43.709849,-79.474096,EST,03/16/1994 00:00,3905,"N. PARK PLAZA, 1305 LAWRENCE AVENUE WEST, NORTH YORK, ON M6L 1A5",Isha Patel ,,
3153,"ORILLIA, ONTARIO",L3V 0B5,175 Murphy Rd,Orillia,CA,ON,Sw Corner Hwy 11 & Hwy 12,705-325-7452,705-325-7403,44.61571,-79.445723,EST,10/02/1998 00:00,37036,"175 MURPHY ROAD, ORILLIA, ON L3V 0B5",Uchenna Onwuocha ,,
3161,"OSHAWA N, ON",L1K 0A6,1471 Harmony Rd N,Oshawa,CA,ON,TAUNTON RD & HARMONY RD N,,905-404-6581,43.944357,-78.847754,EST,10/05/2000 00:00,38708,"1471 HARMONY ROAD NORTH, OSHAWA , ON L1H 7K5",Tharseekan Manoharan,,
3186,"PICKERING, ONTARIO",L1V 4H7,1899 Brock Rd,Pickering,CA,ON,Brock Rd & Pickering Pkwy,905-619-9591,905-619-9588,43.844713,-79.068804,EST,11/30/2000 00:00,38820,"1899 BROCK ROAD, PICKERING, ON L1V 4H7",Chun (John) Loe,,
3195,"RICHMOND HILL, ON",L4S 1P3,1070 Major Mackenzie Dr E,Richmond Hill,CA,ON,Major Mackenzie Dr & Bayview Ave,905-883-5305,905-737-3457,43.876716,-79.409169,EST,08/09/2001 00:00,39340,"1070 MAJOR MACKENZIE DRIVE EAST, RICHMONDHILL , ON L4S 1P3",Nixon Tran,,
1116,RICHMOND HILL SOUTH,L4B 4V5,255 Silver Linden Dr,Richmond Hill,CA,ON,Hightech Road And Silver Linden Drive,,905-747-0628,43.841957,-79.414797,EST,11/12/2010 00:00,302102,"255 SILVER LINDEN DRIVE, RICHMOND HILL, ON L4B 4V5",Junecyl Quimbo,,
3082,"SARNIA, ONTARIO",N7S 6M8,1444 Quinn Dr,Sarnia,CA,ON,Highway 40 & Exmouth Street,519-542-5509,519-542-4272,42.98827,-82.346798,EST,03/16/1994 00:00,3939,"1444 QUINN DRIVE, SARNIA, ON N7S 6M8",Alana Szafron,,
3155,"SAULT STE. MARIE, ONTARIO",P6B 4Z9,446 Great Northern Rd,Sault Ste. Marie,CA,ON,Great Northern Rd. & 2nd Line,705-945-8364,705-253-9522,46.539471,-84.319014,EST,01/30/2003 00:00,40628,"446 GREAT NORTHERN ROAD, SAULT STE. MARIE, ON P6B 4Z9",Niall O'Brien,,
3111,"SCARBOROUGH EAST, ON",M1B 3C3,799 Milner Ave,Scarborough,CA,ON,Morningside Ave & Milner Ave,416-281-4643,416-281-2929,43.798226,-79.201849,EST,03/16/1994 00:00,35252,"799 MILNER AVENUE, SCARBOROUGH, ON M1B 3C3",Peter Chang,,
3635,"C. SCARBOROUGH, ONTARIO",M1P 4P5,300 Borough Dr,Scarborough,CA,ON,Highway #401 & Mccowan Road,416-290-1926,416-290-1916,43.77543,-79.253935,EST,07/26/2001 00:00,39276,"SCARBOROUGH TOWN CENTRE 300 BOROUGH DRIVE , ON M1P 4P5",Judy Wang,,
1080,"SCARBOROUGH, ON",M1V 5P7,5995 Steeles Ave E,Scarborough,CA,ON,Markham Rd & Steeles Ave E,416-298-2578,416-298-1210,43.833794,-79.256721,EST,01/17/2009 00:00,301500,"5995 STEELES AVENUE EAST, SCARBOROUGH, ON M1V 5P6",Isidro Wong,,
3159,"W. SCARBOROUGH, ON",M1L 2L9,1900 Eglinton Ave E,Scarborough,CA,ON,Eglinton Ave & Pharmacy Ave,416-615-2702,416-615-2027,43.728729,-79.29436,EST,08/28/1998 00:00,36876,"1900 EGLINTON AVENUE EAST, SCARBOROUGH , ON M1L 2L9",Safina Hassam ,,
1117,Scarborough South,M1J 2H1,3132 Eglinton Ave E,Scarborough,CA,ON,Markham Rd & Eglinton Ave E,,416-265-2355,43.742081,-79.226403,EST,01/27/2012 00:00,302647,"3132 EGLINTON AVENUE EAST, SCARBOROUGH, ON M1J 2H1",Kevin Im ,,
3088,"E ST. CATHARINES, LINCOLN",L2M 6P3,525 Welland Ave,St. Catharines,CA,ON,Welland Ave & Bunting Rd,905-685-6569,905-685-4100,43.176034,-79.211694,EST,03/16/1994 00:00,4036,"LINCOLN MALL, 525 WELLAND AVENUE, ST. CATHARINES, ON L2M 6P3",Zubin Shah,,
1164,ST. CATHARINES (C),L2T 2K9,"221 Glendale Ave,",St. Catharines,CA,ON,,905-646-1914,905-682-3003,43.1359555,-79.2251901,EST,10/19/2012 00:00,35444,"285 GENEVA STREET, ST. CATHARINES, ON L2N 2G1",Manisha Upadhyay,,
3096,"STONEY CREEK, ON ",L8E 0G2,510 Centennial Pkwy N,Hamilton,CA,ON,Highway 20 & Highway 9,905-561-9449,905-561-7600,43.242302,-79.753643,EST,03/16/1994 00:00,4077,"510 CENTENNIAL PARKWAY NORTH, STONEY CREEK, ON L8E 0G2",Chi Mgbemena,,
1105,"SUDBURY SOUTH, ON",P3E 0C5,2416 Long Lake Rd,Sudbury,CA,ON,Highway 66 & Longlake Rd,,705-523-1300,46.44169,-81.00541,EST,01/22/2010 00:00,301855,"2416 LONG LAKE ROAD, SUDBURY, ON P3E 5H5",Everett Dawson,,
3124,"THUNDER BAY, ON",P7B 3Z7,777 Memorial Ave,Thunder Bay,CA,ON,Memorial Ave & Central Ave,833-812-5545,807-346-9441,48.412428,-89.240537,EST,04/01/1995 00:00,31732,"777 MEMORIAL AVENUE, THUNDER BAY, ON P7B 3Z7",Murray Parker,,
1165,THUNDER BAY (S),P7E 5S2,1101 Arthur St W,Thunder Bay,CA,ON,Arthur St W & Thunder Bay Expy,833-812-5538,807-473-8035,48.380819,-89.306037,EST,11/23/2012 00:00,302980,"1101 ARTHUR STREET WEST, THUNDER BAY, ON P7E 5S2",Angelica Rubio,,
1166,Thunder Bay North,P7B 1K6,1020 Dawson Rd,Thunder Bay,CA,ON,Dawson Rd & Thunder Bay Expy,833-812-5539,807-345-8490,48.452484,-89.256325,EST,10/26/2012 00:00,11791,"1020 DAWSON ROAD, THUNDER BAY, ON P7B 5G6",Grace Tan,,
3070,"PENTICTON, BC",V2A 7J2,275 Green Ave W,Penticton,CA,BC,Skaha Lake Rd & Green Ave,250-493-6677,250-493-8396,49.463062,-119.590021,PST,03/16/1994 00:00,15954,"PEACHTREE MALL, 275 WEST GREEN AVE, PENTICTON, BC V2A 7J2",Cameron Needham,,
1050,"AIRDRIE, AB",T4B 3G5,2881 Main St Se,Airdrie,CA,AB,Main St & Big Hill Springs Rd,,403-945-1295,51.261562,-114.006036,MST,01/26/2006 00:00,1856,"2881 MAIN STREET SW, AIRDRIE, AB. T4B 3G5",TOMMY FUNG,,
3000,"AGINCOURT, ONTARIO",M1T 3L3,3850 Sheppard Ave E,Scarborough,CA,ON,Sheppard Ave & Kennedy Rd,416-293-2429,416-291-4100,43.782364,-79.292332,EST,03/16/1994 00:00,3954,"AGINCOURT S.C., 3850 SHEPPARD AVENUE EAST, AGINCOURT, ON M1T 3L4",Johnny Yu,,
1139,Toronto Downsview,M3J 1N4,3757 Keele St,Toronto,CA,ON,Keele St & Finch Ave W,416-633-7593,416-633-0854,43.7579,-79.4874,EST,06/13/2014 00:00,303997,"3757 KEELE ST., TORONTO (DOWNSVIEW) , ON M3J 1M4",Vivithika Jeevanayagam,,
3106,TORONTO (DUFFERIN MALL),M6H 4A9,900 Dufferin St,Toronto,CA,ON,Bloor St & Dufferin St,416-532-3361,416-537-2561,43.656186,-79.434842,EST,03/16/1994 00:00,16113,"DUFFERIN MALL, 900 DUFFERIN STREET, TORONTO, ON M6H 4A9",Parabhjot Khabra,,
1150,Toronto DOWNTOWN (E),M4M 3G6,1000 Gerrard St E,Toronto,CA,ON,Gerrard St E & Jones Ave,,416-461-8778,43.668635,-79.338302,EST,01/25/2013 00:00,302945,"1000 GERRARD STREET EAST, TORONTO, ON M4M 3G6",Vishal  Fumtiwala,,
1151,TORONTO (SHERIDAN),M3M 1A4,2202 Jane St,North York,CA,ON,Jane St. & Wilson Ave.,,416-243-2363,43.720051,-79.5129,EST,10/19/2012 00:00,302809,"2202 JANE STREET, TORONTO, ON M3M 1A4",Munib Abdulmalik,,
1004,"TORONTO (STOCKYARDS), ON",M6N 4Z5,2525 St Clair Ave W,Toronto,CA,ON,Runnymede & St.Clair Ave,,416-763-7325,43.668278,-79.485925,EST,01/25/2005 00:00,300436,"2525 ST. CLAIR AVENUE  WEST, TORONTO (STOCKYARDS), ON M6N 4Z5",Ramy Banoub,,
3178,TRENTON ON,K8V 5P7,470 2nd Dug Hill Rd,Trenton,CA,ON,Wooler Rd & King's Hwy  2,613-394-6779,613-394-2191,44.092267,-77.601853,EST,10/01/1999 00:00,37884,"470 - SECOND DUG HILL ROAD, R.R # 4, TRENTON, ON K8V 5P7",Joanna Armena,,
3156,"WATERLOO, ONTARIO",N2V 0A4,335 Farmers Market Rd Unit 101,Waterloo,CA,ON,Hwy 86 & King St,519-746-3793,519-746-6700,43.5116,-80.5507,EST,01/17/2009 00:00,301498,"335 FARMERS MARKET ROAD, WATERLOO, ON N2V 0A4",Jorrell Balatbat,,
1156,WATERLOO CENTRE,N2J 2J9,70 Bridgeport Rd E,Waterloo,CA,ON,Weber St. N. & Bridgeport Rd. E.,519-885-4220,519-746-1378,43.469173,-80.515139,EST,10/19/2012 00:00,302981,"70 BRIDGEPORT ROAD, WATERLOO, ON N2J 2J9",Avril-Anne Hulbert,,
3115,"E. WINDSOR GATEWAY PLAZA, ON",N8T 1E6,7100 Tecumseh Rd E,Windsor,CA,ON,Tecumseh Rd E & Lauzon Pkwy,519-945-1154,519-945-3065,42.314761,-82.943096,EST,03/16/1994 00:00,4028,"7100 TECUMSEH ROAD, EAST, WINDSOR , ON N8T 1E6",Zeel Shah,,
1081,"VAUGHAN (W), ON",L4H 0R9,8300 Hwy 27,Woodbridge,CA,ON,Hwy 27 & Langstaff Intersection,905-851-3894,905-851-4648,43.786907,-79.6283,EST,01/17/2009 00:00,301499,"8300 HIGHWAY 27, WOODBRIDGE, ON L4H 0R9",Saima Khatoon,,
1135,Cochrane,T4C 0W5,15 Quarry Street West,Cochrane,CA,AB,Griffin Road W. & Centre Ave.,403-851-3043,403-851-3040,51.1842,-114.469,MST,01/24/2014 00:00,2770,15 Quarry Street West,Jeamy Concepcion,,
1028,"DRUMHELLER, AB",T0J 0Y0,1801 S Railway Ave Box 1960,Drumheller,CA,AB,Highway 10 & 19 St East,403-820-7741,403-820-7744,51.4451,-112.682,MST,01/26/2006 00:00,1899,"1801 SOUTH RAILWAY AVENUE, DRUMHELLER, AB. T0J 0Y0",HASSAN MONZAVI,,
1122,EDMONTON NW ALBANY,T6V 1J6,16940 127 St Nw,Edmonton,CA,AB,167 Ave NW & 127 St NW,,780-457-4366,53.631101,-113.544231,MST,01/27/2012 00:00,2448,"16940-127<sup>th</sup> Street NW Edmonton, AB T6V 1B1",George Meleka,,
3026,"E. EDMONTON, CAPILANO S.C",T6A 0A1,5004 98 Ave Nw,Edmonton,CA,AB,101ave & 50th St,780-469-4469,780-466-2002,53.539465,-113.418907,MST,03/16/1994 00:00,214,"CAPILANO SHOPPING MALL, 50TH ST. & 101 AVE., EDMONTON, AB. T6A 0A2",Natalia Chai,,
1182,EDMONTON KINGSWAY,T5G 3A6,1 Kingsway Gdn Mall,Edmonton,CA,AB,109 ST NW AND PRINCESS ELIZABETH AVE NW,,780-642-4326,53.5601,-113.50601,MST,10/20/2022 00:00,2474,"1 Kingsway Garden Mall, Edmonton, AB, T5G 3A6",Balaram Gajra,bjgajra.s01182.ca@wal-mart.com,
3028,"NE EDMONTON, LONDONDERRY",T5Y 3B5,13703 40th St N W,Edmonton,CA,AB,137th Ave & 40th St,780-476-1324,780-476-4460,53.599036,-113.401396,MST,03/16/1994 00:00,248,"13703-40TH ST. NORTH WEST, EDMONTON, AB. T5Y 3B5",Shilpa Sharma,,
1146,EDMONTON (NORTHGATE),T5E 5R8,9499 137 Ave Nw,Edmonton,CA,AB,137 Ave. Nw & 97 St. Nw,,780-406-8807,53.597216,-113.4867,MST,10/19/2012 00:00,2469,"9402 135 Ave NW. Edmonton, AB. T5E 4E3",Daniel Robinson,,
3029,"S. EDMONTON, ALBERTA",T6N 0A9,1203 Parsons Rd N W,Edmonton,CA,AB,13 Avenue N.W & Parsons Rd N.W,780-465-1595,780-463-6030,53.440642,-113.48053,MST,03/16/1994 00:00,1099,"1203 PARSONS ROAD NW, EDMONTON, AB. T6N 0A9",ADRIENNE WONG,,
1094,"EDMONTON, AB",T6W 0L7,6110 Currents Dr Nw,Edmonton,CA,AB,Currents Dr & Windermere Blvd NW,,780-438-1190,53.438864,-113.601963,MST,01/21/2009 00:00,2158,"6110 CURRENTS DRIVE N.W., EDMONTON, AB. T6W 0L7",Safia Chaudhry,,
3027,"W. EDMONTON, MAYFIELD COM",T5S 2V9,18521 Stony Plain Rd Nw,Edmonton,CA,AB,Stony Plain Rd & 184th St,,780-487-8626,53.539131,-113.645579,MST,03/16/1994 00:00,236,"18521 STONY PLAIN RD. NW. , EDMONTON WEST , AB. T5S 2V9",Nada Abdelaal,,
1149,EDMONTON (MEADOWLARK),T5R 5X1,156 87 Ave Nw,Edmonton,CA,AB,87 Avenue NW & 156 Street NW,,780-483-4522,53.5208,-113.593648,MST,10/26/2012 00:00,2468,"100 MEADOWLARK SHOPPING CTR. 156 ST & 87 AVE NW, EDMONTON, AB. T5R 5X1",Alexander Teha,,
1138,EDMONTON SE,T6T 0X2,775 Tamarack Way Nw,Edmonton,CA,AB,Whitemud Drive & 17th ST,,780-643-3010,53.4755,-113.367,MST,01/29/2015 00:00,2862,"775 Tamarack, Way NW, Edmonton, AB. T6T 1H9",Denver Bodnar,,
1187,EDMONTON (SSE),T6X 1X2,110 Watt Common Sw,Edmonton,CA,AB,50 ST SW & ELLERSLIE RD SW,,780-670-3450,53.422167,-113.421527,MST,02/19/2015 00:00,2863,"110 Watt Common SW, Edmonton, AB. T6X 1X2",Scott Weinkauf,,
1145,EDMONTON (SOUTH PARK),T6J 5M8,3931 Calgary Trail Nw,Edmonton,CA,AB,,780-433-2575,780-437-7468,53.473387,-113.495686,MST,10/12/2012 00:00,2471,"Southpark Village 3931 Calgary Trail South Edmonton, AB T6J 5M8",TIMOTHY WONG,,
3129,"HANOVER, ON",N4N 3B8,1100 10th St,Hanover,CA,ON,Highway #4 & 24th St,519-364-0645,519-364-0867,44.156083,-81.002136,EST,11/15/2001 00:00,39684,"1100 - 10TH STREET, HANOVER, ON N4N 3B8",Yusuf Suida,,
1159,Hawkesbury,K6A 3S5,1550 Cameron St,Hawkesbury,CA,ON,Benjamin St. & Cameron St.,,613-632-3455,45.593237,-74.600039,EST,10/12/2012 00:00,36204,"1550 CAMERON STREET, HAWKESBURY, ON K6A 2L7",Andre Gauthier,,
3134,"KANATA,ONTARIO",K2T 1B6,500 Earl Grey Dr,Kanata,CA,ON,Highway 417 & Terry Fox Dr,613-599-1343,613-599-6765,45.310865,-75.913884,EST,03/29/1996 00:00,32708,"500 EARL GREY DRIVE, KANATA, ON K2T 1B6",Marica Buljan,,
1118,"KANATA SOUTH, ON",K2S 0T7,5357 Fernbank Rd,Stittsville,CA,ON,Terry Fox Drive & Fernbank Road,,613-831-2636,45.274329,-75.872296,EST,08/17/2012 00:00,302898,"5357 FERNBANK ROAD, KANATA, ON K2X 1B6",Navdeep Singh ,,
3041,"KAPUSKASING, ONTARIO",P5N 2X7,350 Government Rd E,Kapuskasing,CA,ON,Hwy 11 & Burnelleville Road,877-705-3351,705-335-6111,49.399723,-82.377325,EST,03/16/1994 00:00,300859,"350 GOVERNMENT ROAD, P.O. BOX 190, KAPUSKASING, ON P5N 2Y3",Henry Odai,,
1047,"KEMPTVILLE, ON",K0G 1J0,340 Colonnade Dr,Kemptville,CA,ON,Colonnade Dr & French Settlement Rd,613-258-0599,613-258-6295,45.028284,-75.629408,EST,01/28/2011 00:00,302184,"340 COLONNADE DRIVE. KEMPTVILLE, ON K0G 1J0",Scott Chen ,,
5854,"KENORA, ON",P9N 4J1,24 Miikana Way Unit # 1,Kenora,CA,ON,Mikana Way & Hwy 17 East,833-807-4681,807-468-6379,49.757204,-94.472656,CST,01/25/2005 00:00,300438,"24 MIIKANA WAY, UNIT #1, KENORA, ON P9N 4J1",Alana Miller,,
3164,"LEAMINGTON, ONTARIO",N8H 3C5,304 Erie St S,Leamington,CA,ON,Highway #18 & Erie Ave,519-326-8747,519-326-3900,42.035593,-82.600992,EST,11/12/1999 00:00,37916,"304 ERIE STREET SOUTH, LEAMINGTON, ON N8H 3C5",Srikanth Etikala,,
3066,"BAYSHORE SHOPPING CENTRE, OTTAWA",K2B 8C1,100 Bayshore Dr,Ottawa,CA,ON,Richmond Road & Bayshore Drive,613-829-0777,613-828-5482,45.347884,-75.807461,EST,03/16/1994 00:00,304932,"LINCOLN FIELDS S.C., 1350 RICHMOND ROAD, OTTAWA, ON K2B 7Z3",Bhupesh Gupta,,
1200,OTTAWA (C),K1H 7X6,2277 Riverside Dr,Ottawa,CA,ON,Billings Bridge Shopping Centre,,613-737-6897,45.384757,-75.679865,EST,05/05/2016 00:00,305153,"2277 RIVERSIDE DRIVE , ON K1H 7X6",Ahmed Mohamed Aly,,
1031,"OTTAWA EAST, ON",K1G 0Z3,450 Terminal Ave,Ottawa,CA,ON,Terminal Ave & Trainyards Dr,613-562-3225,613-562-0500,45.413726,-75.651251,EST,09/20/2006 00:00,300921,"450 TERMINAL AVENUE, OTTAWA  SOUTH, ON K1G 0Z3",Dragan Todorovic,,
1158,GLOUCESTER,K1J 9L3,1980 Ogilvie Rd,Gloucester,CA,ON,Queensway & Blair Road,,613-842-0111,45.43177,-75.610321,EST,09/21/2012 00:00,35644,"1980 OGILVIE ROAD, UNIT 171, GLOUCESTER, ON K1J 9L3",Siva Vemulamanda,,
1110,"OTTAWA SW., ON",K2C 3G1,1375 Baseline Rd,Ottawa,CA,ON,Baseline Rd & Clyde Avenue,,613-224-2664,45.363806,-75.737554,EST,01/28/2011 00:00,302185,"1375 BASELINE ROAD, OTTAWA, ON K2C 3G1",Suchdev Kalsi,,
3067,"OWEN SOUND, ONTARIO",N4K 0E2,1555 18th Ave E,Owen Sound,CA,ON,,519-371-0120,519-371-6900,44.574447,-80.912929,EST,03/16/1994 00:00,3921,"1555 18th AVENUE EAST, OWEN SOUND, ON N4K 6Y3",April Mae Serafica,,
3171,"PEMBROKE, ON",K8A 8P7,1108 Pembroke St E,Pembroke,CA,ON,Highway 148 & Angus Campbell Rd,613-732-0111,613-735-4997,45.817749,-77.079736,EST,11/12/1999 00:00,37924,"1108 PEMBROKE STREET EAST, PEMBROKE, ON K8A 7R4",Michelle Baltazar,,
3078,"RENFREW, ONTARIO",K7V 0B4,980 O'brien Rd,Renfrew,CA,ON,O'brien St & Wrangler Rd,613-432-0845,613-432-4676,45.4846,-76.7096,EST,03/16/1994 00:00,35228,"980 O'BRIEN ROAD, RR#1, RENFREW, ON K7V 3Z4",John Songolo,,
1060,"ROCKLAND, ON",K4K 0B5,3001 Richelieu St,Rockland,CA,ON,County Road & Poupart,,613-446-5730,45.53257,-75.306828,EST,11/07/2007 00:00,301210,"3001 RICHELIEU STREET, ROCKLAND, ON K4K 0B5",Alison Trellert ,,
5811,"SMITHS FALLS, ONT",K7A 5B8,114 Lombard St,Smiths Falls,CA,ON,Hwy 15 & Ferrara Dr,,613-284-0838,44.892097,-76.030459,EST,01/29/2004 00:00,300132,"114 LOMBARD STREET, SMITHS FALLS , ON K7A 5B8",Ashwin Juneja or Darshanaben Patel,,
3197,"ST. THOMAS, ON",N5P 1G4,1063 Talbot St Unit # 60,St. Thomas,CA,ON,Talbot St & First Ave,519-637-7088,519-637-7100,42.781662,-81.170599,EST,10/04/2001 00:00,39500,"1063 TALBOT STREET, UNIT #60, ST. THOMAS, ON N5P 1G4",Vihar Shah,,
1038,"STRATHROY, ON",N7G 4G2,150 Carroll St E Rr 1,Strathroy,CA,ON,Highway 81 & Carroll Street,,519-245-7200,42.949337,-81.607627,EST,01/19/2006 00:00,300700,"150 CARROLL STREET, EAST, RR 1, STRATHROY, ON N7G 3H3",Derek Trainor,,
5831,"THORNHILL, ON",L4J 0A7,700 Centre St,Thornhill,CA,ON,Bathurst Street & Centre Street,905-709-9294,905-709-4494,43.812049,-79.451857,EST,11/07/2007 00:00,301213,"700 CENTRE STEET, THORNHILL, ON L4J 0A7",Hassanali Gulamhusein,,
3104,"TIMMINS, ONTARIO",P4R 1N7,1870 Riverside Dr Rr 2,Timmins,CA,ON,Highway 101 & Mcbride St,705-267-3101,705-267-6451,48.472512,-81.397724,EST,03/16/1994 00:00,35244,"1870 RIVERSIDE DRIVE, TIMMINS, ON P4N 7C3",Lynne Skinner,,
1064,"WALLACEBURG, ON",N8A 1R9,60 Mcnaughton Ave Unit # 16,Wallaceburg,CA,ON,Highway 40 (Country Fair Mall),519-627-0910,519-627-8840,42.586583,-82.383775,EST,11/07/2007 00:00,301211,"60 McNAUGHTON AVEUNE, UNIT #16, WALLACEBURG, ON N8A 1R9",Charles Nzekwe,,
3120,"WOODSTOCK, ONTARIO",N4S 9A2,499 Norwich Ave,Woodstock,CA,ON,Norwich Ave & Julianna Dr,519-539-5644,519-539-5120,43.115591,-80.737774,EST,03/16/1994 00:00,16741,"499 NORWICH AVENUE, WOODSTOCK, ON N4S 9A2",Jennifer Cruz,,
3126,"GODERICH, ON",N7A 3X8,35400 Huron Rd Rr2,Goderich,CA,ON,Highway 8 East,519-524-7839,519-524-5060,43.731689,-81.687315,EST,10/28/1995 00:00,32388,"35400 HURON ROAD, GODERICH, ON N7A 3X8",Omar Al-Sheikhly,,
5806,"FORT FRANCES, ONT",P9A 2X6,1250 King ' S Hwy,Fort Frances,CA,ON,Kings Hwy & Mcirvine Rd,,807-274-1373,48.607271,-93.437201,CST,01/29/2004 00:00,300130,"1250 KING'S HIGHWAY, FORT FRANCES , ON P9A 2X6",Vera Bhulasi,,
3133,"COBOURG, ONTARIO",K9A 5W8,73 Strathy Rd,Cobourg,CA,ON,Highway 401 & Strathy Rd,905-377-0927,905-373-1239,43.975207,-78.199076,EST,08/22/2002 00:00,40156,"73 STRATHY ROAD, COBOURG , ON K9A 5J7",Sherwin Pizarras ,,
3006,"BROCKVILLE, ONTARIO",K6V 7N4,1942 Parkedale Ave,Brockville,CA,ON,Hwy 401 & North Augusta Rd,613-342-1430,613-342-9293,44.61378,-75.685519,EST,03/16/1994 00:00,15974,"1942 PARKEDALE AVE., BROCKVILLE, ON K6V 9Z1",Akash Luhadia,,
1072,"AMHERSTBURG, ON",N9V 3L4,400 Sandwich St S,Amherstburg,CA,ON,Fort Malden Mall (Sandwich Street),519-736-1964,519-736-5600,42.097186,-83.108112,EST,01/23/2008 00:00,301267,"400 SANDWICH STREET SOUTH, AMHERSTBURG, ON N9V 3L4",Rebecca Dass,,
3638,"BARRHAVEN, ONT",K2J 4G8,3651 Strandherd Dr,Nepean,CA,ON,STRANDHERD DR. & GREENBANK RD,613-823-8717,613-823-8714,45.271118,-75.741444,EST,11/15/2001 00:00,39676,"3651 STRANDHERD DRIVE, BARRHAVEN, ON K2J 4G8",Tahmineh Pourlotfali,,
3147,"GRANDE PRAIRIE, AB",T8V 7H1,11050-103 Ave,Grand-prairie,CA,AB,Highway 16a & Campsite Rd,780-513-3745,780-513-3740,55.171403,-118.828103,MST,09/26/1997 00:00,1285,"11050 - 103 AVE. GRANDE PRAIRIE, AB. T8V 7H1",Janet Pratt,,
3657,"LEDUC, ALBERTA",T9E 8J7,5302 Discovery Way,Leduc,CA,AB,Hwy 2 & 50th Ave,780-986-1995,780-986-7574,53.267487,-113.570704,MST,08/22/2002 00:00,1574,"5302 DISCOVERY WAY , LEDUC , AB. T9E 8J7",Craig MacAlpine,,
3168,LLOYDMINSTER AB,T9V 2X3,4210 70th Ave,Lloydminster,CA,AB,Highway #16 & 70th Ave,780-875-9856,780-875-4777,53.275982,-110.047686,MST,08/20/1999 00:00,1384,"4210-70TH AVE., LLOYDMINSTER, AB. T9V 0B5",Ashley Chartier,,
5708,"OKOTOKS, AB",T1S 2C8,500-201 Southridge Dr,Okotoks,CA,AB,Hwy.  2a/7 & Southridge Dr,403-995-1375,403-995-1371,50.704533,-113.970487,MST,11/14/2002 00:00,1595,"500-201 SOUTHRIDGE DR. OKOTOKS, AB. T1S 2C8",Jeremy Chan,,
1084,"OLDS, AB",T4H 0A2,Unit 400-6900 46th St,Olds,CA,AB,Highway 27 (46th St) & Proposed 67th Ave,403-556-7202,403-556-3844,51.797671,-114.140251,MST,01/23/2008 00:00,2125,"UNIT 400, 6900 - 46 STREET, OLDS, AB. T4H 0A2",Marie Goudie,,
3075,"N RED DEER, PARKLAND MALL",T4N 4C7,6375 50th Ave,Red Deer,CA,AB,50 Ave & 63 St N,403-347-1123,403-346-6650,52.283472,-113.814495,MST,03/16/1994 00:00,417,"RED DEER CENTRE, 6375 - 50TH AVENUE, RED DEER, AB. T4N 4C7",Shaimaa Ali,,
3194,"S. RED DEER, ALBERTA",T4R 3A2,2010 50th Ave,Red Deer,CA,AB,50th Ave & Hwy 2,403-358-5849,403-358-5842,52.236516,-113.819879,MST,11/16/2000 00:00,1465,"2010 50TH AVENUE, RED DEER, AB. T4R 3A2",Faheem Ahmed,,
3154,"SHERWOOD PARK,AB",T8B 1N1,239 Wye Rd,Sherwood Park,CA,AB,Wye Rd & Sherwood Dr,780-464-5107,780-464-2105,53.510898,-113.31587,MST,08/28/1998 00:00,1329,"239 WYE ROAD, SHERWOOD PARK , AB. T8B 1N1",Ravi Chawla,,
1123,Sherwood Park N,T8H 0P5,400-7000 Emerald Dr,Sherwood Park,CA,AB,Yellowhead Hwy & Clover Bar Rd,,780-464-0318,53.569077,-113.280318,MST,01/27/2012 00:00,2449,"400 - 7000 EMERALD DRIVE SHERWOOD PARK, AB T8H 0P5",Steven Dubbelboer,,
1030,"SLAVE LAKE, AB",T0G 2A4,1500 Main St,Slave Lake,CA,AB,Highway 2 & Main St,,780-849-9579,55.2689,-114.78,MST,11/24/2005 00:00,1844,"601-1500 MAIN STREET, SLAVE LAKE, AB. T0G 2A4",Nithesha Bambila,,
3030,"ESTEVAN, SASKATCHEWAN",S4A 2A5,413 Kensington Ave Box 609,Estevan,CA,SK,Kensington Ave,833-812-5540,306-634-2110,49.142792,-102.96905,CST,03/16/1994 00:00,287,"413 KENSINGTON AVENUE, ESTEVAN, SK S4A 2A5",Krista Missal,,
1065,"KINDERSLEY, SK",S0L 1S0,710 11th Ave E,Kindersley,CA,SK,DITSON DRIVE & HIGHWAY 7,639-539-3004,306-463-1330,51.474065,-109.144046,CST,01/24/2007 00:00,627,"710-11TH AVENUE EAST, KINDERSLEY, SK S0L 1S0",Tracey Sarrasin,,
